case_name,case_label,system_config_path,data_type,prefill_length,batch_size,hidden_size,num_heads,head_dim,compile_mode,variant,variant_label,attention_variant,total_latency_ms,q_mul_k_ms,softmax_ms,a_mul_v_ms,compute_model_ms,fused_core_ms,hbm_io_ms,onchip_io_ms,kernel_overhead_ms,software_q_tile_size,software_kv_tile_size,logical_q_tile_size,tensor_tflops,vector_tflops,tensor_vector_ratio,source,bottleneck_component,bottleneck_ms,bottleneck_share_of_total
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,65536,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,688.385856,86.34489024,515.6960755199999,86.34489024,0.0,0.0,0.0,0.0,0.0,,,,917.504,7.168,128.0,fixed_tile_model,softmax,515.6960755199999,0.7491381047782596
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,65536,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,163.42846628571428,0.0,0.0,0.0,0.0,163.1284662857143,0.0,86.57043456000001,0.3,512,4096,512,917.504,7.168,128.0,fixed_tile_model,fused_core,163.1284662857143,0.9981643344833482
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,65536,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,277.6858011428572,191.14042514285714,155.22669714285715,86.245376,277.38580114285713,0.0,0.0,86.57043456000001,0.3,512,4096,,917.504,7.168,128.0,fixed_tile_model,matmul_pair,277.38580114285713,0.9989196422763952
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,131072,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,2750.64124672,344.37847232,2061.88430208,344.37847232,0.0,0.0,0.0,0.0,0.0,,,,917.504,7.168,128.0,fixed_tile_model,softmax,2061.88430208,0.7496013173432531
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,131072,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,652.8138651428571,0.0,0.0,0.0,0.0,652.5138651428572,0.0,344.93956096,0.3,512,4096,512,917.504,7.168,128.0,fixed_tile_model,fused_core,652.5138651428572,0.999540450937061
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,131072,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,1109.8432045714285,764.5617005714286,620.9067885714286,344.981504,1109.5432045714285,0.0,0.0,344.93956096,0.3,512,4096,,917.504,7.168,128.0,fixed_tile_model,matmul_pair,1109.5432045714285,0.99972969154673
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,262144,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,10998.32063232,1375.8417120000001,8246.637208319999,1375.8417120000001,0.0,0.0,0.0,0.0,0.0,,,,917.504,7.168,128.0,fixed_tile_model,softmax,8246.637208319999,0.7498087648114368
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,262144,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,2610.355460571429,0.0,0.0,0.0,0.0,2610.0554605714287,0.0,1377.07388928,0.3,512,4096,512,917.504,7.168,128.0,fixed_tile_model,fused_core,2610.0554605714287,0.9998850731233613
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,262144,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,4438.472818285714,3058.2468022857142,2483.6271542857144,1379.926016,4438.172818285714,0.0,0.0,1377.07388928,0.3,512,4096,,917.504,7.168,128.0,fixed_tile_model,matmul_pair,4438.172818285714,0.9999324091839057
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,524288,1,4096,32,128,fixed-tile,baseline,Unfused Attention,trivial,43986.353820159995,5500.35249344,32985.64883328,5500.35249344,0.0,0.0,0.0,0.0,0.0,,,,917.504,7.168,128.0,fixed_tile_model,softmax,32985.64883328,0.7499064134332019
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,524288,1,4096,32,128,fixed-tile,customsa,FlashAttention-CustomSA,flashattention_customsa,10440.521842285714,0.0,0.0,0.0,0.0,10440.221842285715,0.0,5502.926848,0.3,512,4096,512,917.504,7.168,128.0,fixed_tile_model,fused_core,10440.221842285715,0.9999712658040919
tpuv6e_fp16,TPUv6e FP16,/home/CONNECT/cxu930/Documents/pinn-fullstack/LLMCompass/configs/ours/TPUv6e.json,fp16,524288,1,4096,32,128,fixed-tile,flashattention,FlashAttention,flashattention,17752.991273142856,12232.987209142857,9934.508617142857,5519.704064,17752.691273142857,0.0,0.0,5502.926848,0.3,512,4096,,917.504,7.168,128.0,fixed_tile_model,matmul_pair,17752.691273142857,0.9999831014393359
