seq_len,n_rows,shape,num_elements,block_n,score_scale,fp_stream_softmax_u8_ms,illm_di_softmax_u8_ms,intattention_idx_softmax_u8_ms,memory_floor_1read_1write_ms,fp_stream_softmax_u8_mean_ms,fp_stream_softmax_u8_stddev_ms,illm_di_softmax_u8_mean_ms,illm_di_softmax_u8_stddev_ms,intattention_idx_softmax_u8_mean_ms,intattention_idx_softmax_u8_stddev_ms,memory_floor_1read_1write_mean_ms,memory_floor_1read_1write_stddev_ms,fp_stream_gelem_s,illm_di_gelem_s,intattention_gelem_s,memory_floor_gelem_s,illm_over_fp,intattention_over_fp,illm_over_intattention,fp_speedup_vs_illm,fp_speedup_vs_intattention,intattention_speedup_vs_illm,max_abs_diff_fp_vs_torch,runs,warmup,measurement
2048,32768,32768x2048,67108864,1024,0.0625,0.10931199789047241,0.18035199493169785,0.11926399916410446,0.05875200033187866,0.1100512009114027,0.0024394103873448063,0.18042080104351044,0.0007920648642444801,0.11959840059280395,0.001079320853070994,0.05876320004463196,0.0010163015094427012,613.9203865548337,372.09937170595305,562.6917130932343,1142.2396449638316,1.649882889455607,1.091042167975044,1.5122081784590984,1.649882889455607,1.091042167975044,1.5122081784590984,0,20,5,physical_h100_cuda
4096,16384,16384x4096,67108864,1024,0.0625,0.1096000000834465,0.18360000103712082,0.12217599898576736,0.05929600074887276,0.1100976001471281,0.0015246060675552127,0.18388160020112992,0.0014249362232902148,0.12251200005412102,0.001004738620321291,0.059489600174129006,0.0011450779440780046,612.3071528184772,365.51668638842614,549.2802560003435,1131.7603742656418,1.675182489939167,1.1147445154447613,1.5027501519223012,1.675182489939167,1.1147445154447613,1.5027501519223012,0,20,5,physical_h100_cuda
8192,8192,8192x8192,67108864,1024,0.0625,0.11272000148892403,0.19071999937295914,0.12593600153923035,0.06030400097370148,0.11325920037925244,0.0018929825445148467,0.19113920032978057,0.001225091233710786,0.12660959884524345,0.0024917737085497567,0.060529600083827975,0.0006856542590450269,595.3589701344546,351.87114209646387,532.8806947955617,1112.8426458679933,1.6919800998379109,1.117246272850741,1.514419999379986,1.6919800998379109,1.117246272850741,1.514419999379986,0,20,5,physical_h100_cuda
16384,4096,4096x16384,67108864,1024,0.0625,0.12249600142240524,0.20537599921226501,0.146464005112648,0.06123200058937073,0.12307040095329284,0.002114436113131046,0.2055487997829914,0.001167262632278405,0.1465936005115509,0.0011101383644952227,0.06133600063621998,0.0008838810297913768,547.8453436907483,326.76098598376177,458.19356058429105,1095.9769949383203,1.676593495522055,1.1956635597238268,1.402228479647998,1.676593495522055,1.1956635597238268,1.402228479647998,0,20,5,physical_h100_cuda
32768,2048,2048x32768,67108864,1024,0.0625,0.13092800229787827,0.217119999229908,0.16104000061750412,0.06247999891638756,0.13165600076317788,0.0020781190200043647,0.21727999970316886,0.00164399372636003,0.16126560121774675,0.0017118788298236954,0.06262879986315965,0.0009670071221951341,512.5631096647957,309.0865154662171,416.72170729429104,1074.0855499982788,1.6583159860327794,1.2299889847178538,1.348236453038788,1.6583159860327794,1.2299889847178538,1.348236453038788,0,20,5,physical_h100_cuda
65536,1024,1024x65536,67108864,1024,0.0625,0.15512000024318695,0.2558719962835312,0.1924000009894371,0.07015999779105186,0.155799999833107,0.001974218986037555,0.25569439828395846,0.001066714620826217,0.19280160292983056,0.0015853301599994295,0.07029280066490173,0.0010156654610718888,432.625476371784,262.27514137825705,348.79866764493585,956.5117746990436,1.6495100301856103,1.2403300714788874,1.3298960237405546,1.6495100301856103,1.2403300714788874,1.3298960237405546,0,20,5,physical_h100_cuda
131072,512,512x131072,67108864,1024,0.0625,0.2242560014128685,0.3142399936914444,0.28572799265384674,0.08780799806118011,0.2246511995792389,0.0017863148940137565,0.31462239772081374,0.0013975335686221908,0.2860480025410652,0.001980001021390982,0.08790559880435467,0.001017478224799663,299.2511396671549,213.55927108977386,234.86975629056033,764.2682384495542,1.4012556708032535,1.274115256018521,1.0997872164108866,1.4012556708032535,1.274115256018521,1.0997872164108866,0,20,5,physical_h100_cuda
262144,256,256x262144,67108864,1024,0.0625,0.38467200100421906,0.5141760110855103,0.48817600309848785,0.13921599835157394,0.38496639877557753,0.0017481709770602219,0.5146240025758744,0.0022381237753861085,0.487984000146389,0.0010890167884627807,0.1396111987531185,0.002036605502593148,174.45736582024838,130.51729865483637,137.46858422793267,482.0485058802244,1.3366608688524508,1.2690707975211681,1.05325949621038,1.3366608688524508,1.2690707975211681,1.05325949621038,0,20,5,physical_h100_cuda
524288,128,128x524288,67108864,1024,0.0625,0.7080160081386566,0.9376959800720215,0.9036000072956085,0.23423999547958374,0.7088448017835617,0.0027948592007723525,0.9375807970762253,0.002036291997671648,0.9036143988370895,0.001991552021275524,0.2343616008758545,0.0010985308402701325,94.78438796380648,71.56782734084621,74.26833052032684,286.4961803922558,1.3243994052298105,1.2762423404396375,1.0377334799702571,1.3243994052298105,1.2762423404396375,1.0377334799702571,0,20,5,physical_h100_cuda
