seq_len,n_rows,method,repetition,latency_ms
65536,1024,memory_floor_1read_1write,7,0.06969600170850754
65536,1024,memory_floor_1read_1write,8,0.07001599669456482
65536,1024,memory_floor_1read_1write,9,0.0697920024394989
65536,1024,memory_floor_1read_1write,10,0.07078400254249573
65536,1024,memory_floor_1read_1write,11,0.07030399888753891
65536,1024,memory_floor_1read_1write,12,0.07062400132417679
65536,1024,memory_floor_1read_1write,13,0.0716480016708374
65536,1024,memory_floor_1read_1write,14,0.06960000097751617
65536,1024,memory_floor_1read_1write,15,0.06931199878454208
65536,1024,memory_floor_1read_1write,16,0.06876800209283829
65536,1024,memory_floor_1read_1write,17,0.0692799985408783
65536,1024,memory_floor_1read_1write,18,0.06972800195217133
65536,1024,memory_floor_1read_1write,19,0.07039999961853027
65536,1024,memory_floor_1read_1write,20,0.06943999975919724
131072,512,fp_stream_softmax_u8,1,0.22979199886322021
131072,512,fp_stream_softmax_u8,2,0.22857600450515747
131072,512,fp_stream_softmax_u8,3,0.22524799406528473
131072,512,fp_stream_softmax_u8,4,0.2245440036058426
131072,512,fp_stream_softmax_u8,5,0.22483199834823608
131072,512,fp_stream_softmax_u8,6,0.22463999688625336
131072,512,fp_stream_softmax_u8,7,0.2247679978609085
131072,512,fp_stream_softmax_u8,8,0.2237440049648285
131072,512,fp_stream_softmax_u8,9,0.22355200350284576
131072,512,fp_stream_softmax_u8,10,0.22630399465560913
131072,512,fp_stream_softmax_u8,11,0.22463999688625336
131072,512,fp_stream_softmax_u8,12,0.22358399629592896
131072,512,fp_stream_softmax_u8,13,0.22435200214385986
131072,512,fp_stream_softmax_u8,14,0.22416000068187714
131072,512,fp_stream_softmax_u8,15,0.22284799814224243
131072,512,fp_stream_softmax_u8,16,0.22252799570560455
131072,512,fp_stream_softmax_u8,17,0.2239679992198944
131072,512,fp_stream_softmax_u8,18,0.22393600642681122
131072,512,fp_stream_softmax_u8,19,0.22288000583648682
131072,512,fp_stream_softmax_u8,20,0.22412799298763275
131072,512,illm_di_softmax_u8,1,0.31539198756217957
131072,512,illm_di_softmax_u8,2,0.31721600890159607
131072,512,illm_di_softmax_u8,3,0.3165760040283203
131072,512,illm_di_softmax_u8,4,0.31561601161956787
131072,512,illm_di_softmax_u8,5,0.3150720000267029
131072,512,illm_di_softmax_u8,6,0.3142080008983612
131072,512,illm_di_softmax_u8,7,0.3176000118255615
131072,512,illm_di_softmax_u8,8,0.3146879971027374
131072,512,illm_di_softmax_u8,9,0.31414398550987244
131072,512,illm_di_softmax_u8,10,0.3161599934101105
131072,512,illm_di_softmax_u8,11,0.3138880133628845
131072,512,illm_di_softmax_u8,12,0.31299200654029846
131072,512,illm_di_softmax_u8,13,0.31360000371932983
131072,512,illm_di_softmax_u8,14,0.31353598833084106
131072,512,illm_di_softmax_u8,15,0.31360000371932983
131072,512,illm_di_softmax_u8,16,0.3134079873561859
131072,512,illm_di_softmax_u8,17,0.3131519854068756
131072,512,illm_di_softmax_u8,18,0.3142719864845276
131072,512,illm_di_softmax_u8,19,0.3129279911518097
131072,512,illm_di_softmax_u8,20,0.31439998745918274
131072,512,intattention_idx_softmax_u8,1,0.2876160144805908
131072,512,intattention_idx_softmax_u8,2,0.2884159982204437
131072,512,intattention_idx_softmax_u8,3,0.2861439883708954
131072,512,intattention_idx_softmax_u8,4,0.28972798585891724
131072,512,intattention_idx_softmax_u8,5,0.2893120050430298
131072,512,intattention_idx_softmax_u8,6,0.2868480086326599
131072,512,intattention_idx_softmax_u8,7,0.2884480059146881
131072,512,intattention_idx_softmax_u8,8,0.28569599986076355
131072,512,intattention_idx_softmax_u8,9,0.2837440073490143
131072,512,intattention_idx_softmax_u8,10,0.2861120104789734
131072,512,intattention_idx_softmax_u8,11,0.28575998544692993
131072,512,intattention_idx_softmax_u8,12,0.28387200832366943
131072,512,intattention_idx_softmax_u8,13,0.28784000873565674
131072,512,intattention_idx_softmax_u8,14,0.2844800055027008
131072,512,intattention_idx_softmax_u8,15,0.2856000065803528
131072,512,intattention_idx_softmax_u8,16,0.2833920121192932
131072,512,intattention_idx_softmax_u8,17,0.285535991191864
131072,512,intattention_idx_softmax_u8,18,0.2850880026817322
131072,512,intattention_idx_softmax_u8,19,0.2834559977054596
131072,512,intattention_idx_softmax_u8,20,0.28387200832366943
131072,512,memory_floor_1read_1write,1,0.08876799792051315
131072,512,memory_floor_1read_1write,2,0.08915200084447861
131072,512,memory_floor_1read_1write,3,0.08883199840784073
131072,512,memory_floor_1read_1write,4,0.08771199733018875
131072,512,memory_floor_1read_1write,5,0.08767999708652496
131072,512,memory_floor_1read_1write,6,0.08876799792051315
131072,512,memory_floor_1read_1write,7,0.08975999802350998
131072,512,memory_floor_1read_1write,8,0.08924800157546997
131072,512,memory_floor_1read_1write,9,0.08879999816417694
131072,512,memory_floor_1read_1write,10,0.08790399879217148
131072,512,memory_floor_1read_1write,11,0.08671999722719193
131072,512,memory_floor_1read_1write,12,0.08671999722719193
131072,512,memory_floor_1read_1write,13,0.08636800199747086
131072,512,memory_floor_1read_1write,14,0.08668799698352814
131072,512,memory_floor_1read_1write,15,0.08675199747085571
131072,512,memory_floor_1read_1write,16,0.08697599917650223
131072,512,memory_floor_1read_1write,17,0.08806400001049042
131072,512,memory_floor_1read_1write,18,0.08835200220346451
131072,512,memory_floor_1read_1write,19,0.08764799684286118
131072,512,memory_floor_1read_1write,20,0.08720000088214874
262144,256,fp_stream_softmax_u8,1,0.38950398564338684
262144,256,fp_stream_softmax_u8,2,0.38710400462150574
262144,256,fp_stream_softmax_u8,3,0.38470399379730225
262144,256,fp_stream_softmax_u8,4,0.38521599769592285
262144,256,fp_stream_softmax_u8,5,0.3831999897956848
262144,256,fp_stream_softmax_u8,6,0.3834559917449951
262144,256,fp_stream_softmax_u8,7,0.38361600041389465
262144,256,fp_stream_softmax_u8,8,0.38464000821113586
262144,256,fp_stream_softmax_u8,9,0.3830080032348633
262144,256,fp_stream_softmax_u8,10,0.3837440013885498
262144,256,fp_stream_softmax_u8,11,0.3848640024662018
262144,256,fp_stream_softmax_u8,12,0.3864000141620636
262144,256,fp_stream_softmax_u8,13,0.3866559863090515
262144,256,fp_stream_softmax_u8,14,0.3835200071334839
262144,256,fp_stream_softmax_u8,15,0.38492798805236816
262144,256,fp_stream_softmax_u8,16,0.38412800431251526
262144,256,fp_stream_softmax_u8,17,0.3877759873867035
262144,256,fp_stream_softmax_u8,18,0.38572800159454346
262144,256,fp_stream_softmax_u8,19,0.3834879994392395
262144,256,fp_stream_softmax_u8,20,0.38364800810813904
262144,256,illm_di_softmax_u8,1,0.5217919945716858
262144,256,illm_di_softmax_u8,2,0.5155199766159058
262144,256,illm_di_softmax_u8,3,0.5141119956970215
262144,256,illm_di_softmax_u8,4,0.513696014881134
262144,256,illm_di_softmax_u8,5,0.5151680111885071
262144,256,illm_di_softmax_u8,6,0.5154880285263062
262144,256,illm_di_softmax_u8,7,0.5173119902610779
262144,256,illm_di_softmax_u8,8,0.5123519897460938
262144,256,illm_di_softmax_u8,9,0.5154560208320618
262144,256,illm_di_softmax_u8,10,0.5131199955940247
262144,256,illm_di_softmax_u8,11,0.5128960013389587
262144,256,illm_di_softmax_u8,12,0.5124480128288269
262144,256,illm_di_softmax_u8,13,0.5171840190887451
262144,256,illm_di_softmax_u8,14,0.5146239995956421
262144,256,illm_di_softmax_u8,15,0.5149120092391968
262144,256,illm_di_softmax_u8,16,0.5127679705619812
262144,256,illm_di_softmax_u8,17,0.5135679841041565
262144,256,illm_di_softmax_u8,18,0.5134400129318237
262144,256,illm_di_softmax_u8,19,0.5123839974403381
262144,256,illm_di_softmax_u8,20,0.514240026473999
262144,256,intattention_idx_softmax_u8,1,0.4899199903011322
262144,256,intattention_idx_softmax_u8,2,0.48796799778938293
262144,256,intattention_idx_softmax_u8,3,0.4888960123062134
262144,256,intattention_idx_softmax_u8,4,0.4880320131778717
262144,256,intattention_idx_softmax_u8,5,0.48841598629951477
262144,256,intattention_idx_softmax_u8,6,0.4886400103569031
262144,256,intattention_idx_softmax_u8,7,0.48736000061035156
262144,256,intattention_idx_softmax_u8,8,0.4885120093822479
262144,256,intattention_idx_softmax_u8,9,0.488319993019104
262144,256,intattention_idx_softmax_u8,10,0.48924800753593445
262144,256,intattention_idx_softmax_u8,11,0.4862079918384552
262144,256,intattention_idx_softmax_u8,12,0.4864639937877655
262144,256,intattention_idx_softmax_u8,13,0.4869120121002197
262144,256,intattention_idx_softmax_u8,14,0.4864960014820099
262144,256,intattention_idx_softmax_u8,15,0.48927998542785645
262144,256,intattention_idx_softmax_u8,16,0.4878079891204834
262144,256,intattention_idx_softmax_u8,17,0.4866879880428314
262144,256,intattention_idx_softmax_u8,18,0.4888960123062134
262144,256,intattention_idx_softmax_u8,19,0.4887680113315582
262144,256,intattention_idx_softmax_u8,20,0.48684799671173096
262144,256,memory_floor_1read_1write,1,0.13923199474811554
262144,256,memory_floor_1read_1write,2,0.1401599943637848
262144,256,memory_floor_1read_1write,3,0.13955199718475342
262144,256,memory_floor_1read_1write,4,0.1388159990310669
262144,256,memory_floor_1read_1write,5,0.13967999815940857
262144,256,memory_floor_1read_1write,6,0.14028799533843994
262144,256,memory_floor_1read_1write,7,0.13980799913406372
262144,256,memory_floor_1read_1write,8,0.13884800672531128
262144,256,memory_floor_1read_1write,9,0.14790399372577667
262144,256,memory_floor_1read_1write,10,0.13980799913406372
262144,256,memory_floor_1read_1write,11,0.13894400000572205
262144,256,memory_floor_1read_1write,12,0.1387840062379837
262144,256,memory_floor_1read_1write,13,0.13923199474811554
262144,256,memory_floor_1read_1write,14,0.1385599970817566
262144,256,memory_floor_1read_1write,15,0.13920000195503235
262144,256,memory_floor_1read_1write,16,0.1393599957227707
262144,256,memory_floor_1read_1write,17,0.13859200477600098
262144,256,memory_floor_1read_1write,18,0.13887999951839447
262144,256,memory_floor_1read_1write,19,0.1385599970817566
262144,256,memory_floor_1read_1write,20,0.1380160003900528
524288,128,fp_stream_softmax_u8,1,0.7161279916763306
524288,128,fp_stream_softmax_u8,2,0.7126719951629639
524288,128,fp_stream_softmax_u8,3,0.7082880139350891
524288,128,fp_stream_softmax_u8,4,0.706496000289917
524288,128,fp_stream_softmax_u8,5,0.708512008190155
524288,128,fp_stream_softmax_u8,6,0.7092159986495972
524288,128,fp_stream_softmax_u8,7,0.7088000178337097
524288,128,fp_stream_softmax_u8,8,0.7135360240936279
524288,128,fp_stream_softmax_u8,9,0.7077119946479797
524288,128,fp_stream_softmax_u8,10,0.7099840044975281
524288,128,fp_stream_softmax_u8,11,0.7091519832611084
524288,128,fp_stream_softmax_u8,12,0.7118080258369446
524288,128,fp_stream_softmax_u8,13,0.7067520022392273
524288,128,fp_stream_softmax_u8,14,0.7073280215263367
524288,128,fp_stream_softmax_u8,15,0.7077440023422241
524288,128,fp_stream_softmax_u8,16,0.7066879868507385
524288,128,fp_stream_softmax_u8,17,0.7071679830551147
524288,128,fp_stream_softmax_u8,18,0.7076159715652466
524288,128,fp_stream_softmax_u8,19,0.707040011882782
524288,128,fp_stream_softmax_u8,20,0.704255998134613
524288,128,illm_di_softmax_u8,1,0.9407039880752563
524288,128,illm_di_softmax_u8,2,0.9385280013084412
524288,128,illm_di_softmax_u8,3,0.9385920166969299
524288,128,illm_di_softmax_u8,4,0.9377279877662659
524288,128,illm_di_softmax_u8,5,0.9390079975128174
524288,128,illm_di_softmax_u8,6,0.9417279958724976
524288,128,illm_di_softmax_u8,7,0.936896026134491
524288,128,illm_di_softmax_u8,8,0.9359679818153381
524288,128,illm_di_softmax_u8,9,0.9392639994621277
524288,128,illm_di_softmax_u8,10,0.9355199933052063
524288,128,illm_di_softmax_u8,11,0.9360960125923157
524288,128,illm_di_softmax_u8,12,0.9384639859199524
524288,128,illm_di_softmax_u8,13,0.9398080110549927
524288,128,illm_di_softmax_u8,14,0.938431978225708
524288,128,illm_di_softmax_u8,15,0.9366080164909363
524288,128,illm_di_softmax_u8,16,0.9376639723777771
524288,128,illm_di_softmax_u8,17,0.9347519874572754
524288,128,illm_di_softmax_u8,18,0.936959981918335
524288,128,illm_di_softmax_u8,19,0.9342719912528992
524288,128,illm_di_softmax_u8,20,0.9346240162849426
524288,128,intattention_idx_softmax_u8,1,0.9088320136070251
524288,128,intattention_idx_softmax_u8,2,0.9041600227355957
524288,128,intattention_idx_softmax_u8,3,0.9079359769821167
524288,128,intattention_idx_softmax_u8,4,0.9036160111427307
524288,128,intattention_idx_softmax_u8,5,0.9029759764671326
524288,128,intattention_idx_softmax_u8,6,0.9045119881629944
524288,128,intattention_idx_softmax_u8,7,0.902944028377533
524288,128,intattention_idx_softmax_u8,8,0.9039679765701294
524288,128,intattention_idx_softmax_u8,9,0.9047999978065491
524288,128,intattention_idx_softmax_u8,10,0.9010239839553833
524288,128,intattention_idx_softmax_u8,11,0.9036480188369751
524288,128,intattention_idx_softmax_u8,12,0.9023039937019348
524288,128,intattention_idx_softmax_u8,13,0.903872013092041
524288,128,intattention_idx_softmax_u8,14,0.9042879939079285
524288,128,intattention_idx_softmax_u8,15,0.9012799859046936
524288,128,intattention_idx_softmax_u8,16,0.9015679955482483
524288,128,intattention_idx_softmax_u8,17,0.9010879993438721
524288,128,intattention_idx_softmax_u8,18,0.9031680226325989
524288,128,intattention_idx_softmax_u8,19,0.9035840034484863
524288,128,intattention_idx_softmax_u8,20,0.9027199745178223
524288,128,memory_floor_1read_1write,1,0.2353920042514801
524288,128,memory_floor_1read_1write,2,0.23552000522613525
524288,128,memory_floor_1read_1write,3,0.23350399732589722
524288,128,memory_floor_1read_1write,4,0.23388800024986267
524288,128,memory_floor_1read_1write,5,0.2369920015335083
524288,128,memory_floor_1read_1write,6,0.235167995095253
524288,128,memory_floor_1read_1write,7,0.23430399596691132
524288,128,memory_floor_1read_1write,8,0.2353920042514801
524288,128,memory_floor_1read_1write,9,0.23296000063419342
524288,128,memory_floor_1read_1write,10,0.23398399353027344
524288,128,memory_floor_1read_1write,11,0.2343679964542389
524288,128,memory_floor_1read_1write,12,0.2335679978132248
524288,128,memory_floor_1read_1write,13,0.23478400707244873
524288,128,memory_floor_1read_1write,14,0.2356480062007904
524288,128,memory_floor_1read_1write,15,0.2332800030708313
524288,128,memory_floor_1read_1write,16,0.23417599499225616
524288,128,memory_floor_1read_1write,17,0.23254400491714478
524288,128,memory_floor_1read_1write,18,0.23321600258350372
524288,128,memory_floor_1read_1write,19,0.23375999927520752
524288,128,memory_floor_1read_1write,20,0.23478400707244873
