case_name,case_label,data_type,prefill_length,variant,variant_label,baseline_total_ms,variant_total_ms,speedup_vs_baseline_x,customsa_vs_flash_x,tensor_vector_ratio
awsv2_fp16,AWSv2 FP16,fp16,2048,flashattention,FlashAttention,1.313823387374957,1.0428327009313556,1.2598601733543444,1.2043799807820095,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,2048,customsa,FlashAttention-CustomSA,1.313823387374957,0.8658668506381512,1.5173503713725247,1.2043799807820095,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,4096,flashattention,FlashAttention,3.6843221800620904,3.2268244222145563,1.1417795634302146,1.2820927360133678,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,4096,customsa,FlashAttention-CustomSA,3.6843221800620904,2.516841669541221,1.4638672844023923,1.2820927360133678,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,8192,flashattention,FlashAttention,13.16481027940669,11.918284925836495,1.1045893231557147,1.3134376903093077,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,8192,customsa,FlashAttention-CustomSA,13.16481027940669,9.074115212142116,1.4508092493459634,1.3134376903093077,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,16384,flashattention,FlashAttention,51.08382545705416,46.77313970334598,1.092161564971868,1.321407241911803,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,16384,customsa,FlashAttention-CustomSA,51.08382545705416,35.39646084856847,1.4431902012915545,1.321407241911803,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,32768,flashattention,FlashAttention,202.78128906519487,186.19255881338393,1.0890944856095854,1.3234633586520637,44.043010752688176
awsv2_fp16,AWSv2 FP16,fp16,32768,customsa,FlashAttention-CustomSA,202.78128906519487,140.68584339427386,1.4413766458143036,1.3234633586520637,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,2048,flashattention,FlashAttention,1.1233594342876854,0.6715046567781994,1.6728989485753267,0.9338103379134217,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,2048,customsa,FlashAttention-CustomSA,1.1233594342876854,0.7191017592273197,1.5621703324641336,0.9338103379134217,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,4096,flashattention,FlashAttention,2.9239513625388063,1.7635888237323214,1.6579552575927445,0.9139637935731697,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,4096,customsa,FlashAttention-CustomSA,2.9239513625388063,1.9296046912728526,1.5153110768040468,0.9139637935731697,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,8192,flashattention,FlashAttention,10.12481200413936,6.109495688168335,1.6572254930545407,0.9084525955234493,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,8192,customsa,FlashAttention-CustomSA,10.12481200413936,6.725167299068644,1.5055108005330256,0.9084525955234493,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,16384,flashattention,FlashAttention,38.92531735081062,23.448263539151434,1.6600511712015364,0.908348667903481,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,16384,customsa,FlashAttention-CustomSA,38.92531735081062,25.814166264229048,1.507905270012529,0.908348667903481,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,32768,flashattention,FlashAttention,154.13134460158673,92.89305415660571,1.6592343313606759,0.9075427975789544,44.043010752688176
awsv2_int8,AWSv2 INT8,int8,32768,customsa,FlashAttention-CustomSA,154.13134460158673,102.35666505691619,1.5058261669221136,0.9075427975789544,44.043010752688176
awsv3_fp16,AWSv3 FP16,fp16,2048,flashattention,FlashAttention,1.2055597484276728,0.5116226415094339,2.3563455770270934,1.1214226633581472,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,2048,customsa,FlashAttention-CustomSA,1.2055597484276728,0.4562264150943396,2.6424593327819133,1.1214226633581472,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,4096,flashattention,FlashAttention,3.249801886792453,1.1338113207547171,2.86626339612594,1.2302841700106466,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,4096,customsa,FlashAttention-CustomSA,3.249801886792453,0.9215849056603772,3.5263184833346988,1.2302841700106466,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,8192,flashattention,FlashAttention,11.425144654088049,3.6352452830188677,3.1428813641428084,1.3046669736450065,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,8192,customsa,FlashAttention-CustomSA,11.425144654088049,2.7863396226415094,4.100413517881488,1.3046669736450065,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,16384,flashattention,FlashAttention,44.12145833333334,13.640981132075472,3.2344783638462715,1.3314303393713491,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,16384,customsa,FlashAttention-CustomSA,44.12145833333334,10.245358490566037,4.306482625665128,1.3314303393713491,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,32768,flashattention,FlashAttention,174.90343317610063,53.66392452830189,3.2592367165367877,1.3388723711538209,67.70247933884298
awsv3_fp16,AWSv3 FP16,fp16,32768,customsa,FlashAttention-CustomSA,174.90343317610063,40.08143396226415,4.363701990821203,1.3388723711538209,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,2048,flashattention,FlashAttention,0.9864198113207546,0.45249056603773585,2.179978734050538,1.155081759289734,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,2048,customsa,FlashAttention-CustomSA,0.9864198113207546,0.39173899371069176,2.518053671341302,1.155081759289734,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,4096,flashattention,FlashAttention,2.3847346698113205,0.9047547169811321,2.6357803115615615,1.3599289104006353,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,4096,customsa,FlashAttention-CustomSA,2.3847346698113205,0.6652955974842767,3.584473847157361,1.3599289104006353,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,8192,flashattention,FlashAttention,7.966568003144655,2.7085534591194964,2.9412629742720484,1.5379176368077476,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,8192,customsa,FlashAttention-CustomSA,7.966568003144655,1.7611823899371069,4.523420202622596,1.5379176368077476,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,16384,flashattention,FlashAttention,30.288843946540883,9.913685534591194,3.055255670643974,1.340347953266101,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,16384,customsa,FlashAttention-CustomSA,30.288843946540883,7.396352201257861,4.095105684852299,1.340347953266101,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,32768,flashattention,FlashAttention,119.57466784591193,38.75474213836478,3.085420293057258,1.3562280363245263,67.70247933884298
awsv3_int8,AWSv3 INT8,int8,32768,customsa,FlashAttention-CustomSA,119.57466784591193,28.575387840670857,4.18453350528889,1.3562280363245263,67.70247933884298
awsv4_fp16,AWSv4 FP16,fp16,2048,flashattention,FlashAttention,1.1716695312499998,0.5103,2.2960406256123846,1.1209225700164744,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,2048,customsa,FlashAttention-CustomSA,1.1716695312499998,0.45525,2.573683758923668,1.1209225700164744,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,4096,flashattention,FlashAttention,3.114321875,1.1286,2.759455852383484,1.2298136645962732,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,4096,customsa,FlashAttention-CustomSA,3.114321875,0.9177000000000001,3.3936165141113652,1.2298136645962732,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,8192,flashattention,FlashAttention,10.883665625,3.6144,3.0111956687140333,1.3044608055435254,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,8192,customsa,FlashAttention-CustomSA,10.883665625,2.7708,3.927986727659882,1.3044608055435254,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,16384,flashattention,FlashAttention,41.955674218750005,13.557599999999999,3.0946239908796547,1.3313693141645062,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,16384,customsa,FlashAttention-CustomSA,41.955674218750005,10.1832,4.120087420334473,1.3313693141645062,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,32768,flashattention,FlashAttention,166.24184921875,53.3304,3.117206119188118,1.33885641983491,68.26666666666668
awsv4_fp16,AWSv4 FP16,fp16,32768,customsa,FlashAttention-CustomSA,166.24184921875,39.8328,4.173491424623677,1.33885641983491,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,2048,flashattention,FlashAttention,0.856123046875,0.44256249999999997,1.9344681189097586,1.2541400258585573,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,2048,customsa,FlashAttention-CustomSA,0.856123046875,0.35288125,2.426093896672039,1.2541400258585573,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,4096,flashattention,FlashAttention,1.860616796875,0.8650249999999999,2.1509399114187455,1.69656406673286,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,4096,customsa,FlashAttention-CustomSA,1.860616796875,0.50986875,3.6492073634146043,1.69656406673286,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,8192,flashattention,FlashAttention,5.860991796875,2.5496,2.298788749950973,1.227736757624398,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,8192,customsa,FlashAttention-CustomSA,5.860991796875,2.0766666666666667,2.8223074463282503,1.227736757624398,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,16384,flashattention,FlashAttention,21.841450390624995,9.2776,2.3542134162525863,1.2619151251360172,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,16384,customsa,FlashAttention-CustomSA,21.841450390624995,7.352,2.9708175177672733,1.2619151251360172,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,32768,flashattention,FlashAttention,85.716400390625,36.21040000000001,2.3671762916351375,1.2750739471336683,68.26666666666668
awsv4_int8,AWSv4 INT8,int8,32768,customsa,FlashAttention-CustomSA,85.716400390625,28.39866666666667,3.0183248177364543,1.2750739471336683,68.26666666666668
