case_name,case_label,data_type,prefill_length,variant,variant_label,baseline_total_ms,variant_total_ms,speedup_vs_baseline_x,customsa_vs_flash_x,tensor_vector_ratio,source
b200_int8,B200 INT8,int8,2048,flashattention,FlashAttention,0.17630324324324326,0.07225235938641343,2.440103613784492,1.7048910087097886,32.0,source_csv
b200_int8,B200 INT8,int8,2048,customsa,FlashAttention-CustomSA,0.17630324324324326,0.04237945945945946,4.160110711461443,1.7048910087097886,32.0,source_csv
b200_int8,B200 INT8,int8,4096,flashattention,FlashAttention,0.5444454054054055,0.22600943754565375,2.4089498709337214,2.358487942709691,32.0,source_csv
b200_int8,B200 INT8,int8,4096,customsa,FlashAttention-CustomSA,0.5444454054054055,0.09582810810810811,5.681479225189247,2.358487942709691,32.0,source_csv
b200_int8,B200 INT8,int8,8192,flashattention,FlashAttention,2.04555027027027,0.8410377501826151,2.43217414417619,2.625679383706175,32.0,source_csv
b200_int8,B200 INT8,int8,8192,customsa,FlashAttention-CustomSA,2.04555027027027,0.32031243243243246,6.386109507946633,2.625679383706175,32.0,source_csv
b200_int8,B200 INT8,int8,16384,flashattention,FlashAttention,8.268642162162163,3.3011510007304605,2.504775504159768,2.70974901136471,32.0,source_csv
b200_int8,B200 INT8,int8,16384,customsa,FlashAttention-CustomSA,8.268642162162163,1.21824972972973,6.787312946087474,2.70974901136471,32.0,source_csv
b200_int8,B200 INT8,int8,32768,flashattention,FlashAttention,33.8997427027027,13.141604002921841,2.5795742053379174,2.732142818417828,32.0,source_csv
b200_int8,B200 INT8,int8,32768,customsa,FlashAttention-CustomSA,33.8997427027027,4.80999891891892,7.047765139689865,2.732142818417828,32.0,source_csv
b200_int8,B200 INT8,int8,65536,flashattention,FlashAttention,123.58529092768443,52.503416011687364,2.353852383627269,2.7624711412466074,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,65536,customsa,FlashAttention-CustomSA,123.58529092768443,19.005959999999998,6.502449280524869,2.7624711412466074,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,131072,flashattention,FlashAttention,494.1791637107378,209.95066404674944,2.3537870954325704,2.7639328902464673,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,131072,customsa,FlashAttention-CustomSA,494.1791637107378,75.96083999999999,6.505709569703782,2.7639328902464673,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,262144,flashattention,FlashAttention,1976.5546548429506,839.7396561869979,2.353770767261229,2.7705382260291436,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,262144,customsa,FlashAttention-CustomSA,1976.5546548429506,303.0962172972973,6.5212118860071815,2.7705382260291436,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,524288,flashattention,FlashAttention,7906.056619371803,3358.895624747991,2.353766684835577,2.770630234522163,64.0,fixed_tile_model
b200_int8,B200 INT8,int8,524288,customsa,FlashAttention-CustomSA,7906.056619371803,1212.3218691891893,6.52141714201645,2.770630234522163,64.0,fixed_tile_model
