case_name,case_label,data_type,prefill_length,variant,variant_label,baseline_total_ms,variant_total_ms,speedup_vs_baseline_x,customsa_vs_flash_x,tensor_vector_ratio,source
awsv4_fp16,AWSv4 FP16,fp16,2048,flashattention,FlashAttention,1.1716695312499998,0.5103,2.2960406256123846,1.1209225700164744,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,2048,customsa,FlashAttention-CustomSA,1.1716695312499998,0.45525,2.573683758923668,1.1209225700164744,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,4096,flashattention,FlashAttention,3.114321875,1.1286,2.759455852383484,1.2298136645962732,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,4096,customsa,FlashAttention-CustomSA,3.114321875,0.9177000000000001,3.3936165141113652,1.2298136645962732,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,8192,flashattention,FlashAttention,10.883665625,3.6144,3.0111956687140333,1.3044608055435254,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,8192,customsa,FlashAttention-CustomSA,10.883665625,2.7708,3.927986727659882,1.3044608055435254,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,16384,flashattention,FlashAttention,41.955674218750005,13.557599999999999,3.0946239908796547,1.3313693141645062,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,16384,customsa,FlashAttention-CustomSA,41.955674218750005,10.1832,4.120087420334473,1.3313693141645062,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,32768,flashattention,FlashAttention,166.24184921875,53.3304,3.117206119188118,1.33885641983491,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,32768,customsa,FlashAttention-CustomSA,166.24184921875,39.8328,4.173491424623677,1.33885641983491,68.26666666666668,source_csv
awsv4_fp16,AWSv4 FP16,fp16,65536,flashattention,FlashAttention,448.7866666666667,212.42159999999998,2.1127167230953288,1.3407813612470272,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,65536,customsa,FlashAttention-CustomSA,448.7866666666667,158.4312,2.8326912039211134,1.3407813612470272,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,131072,flashattention,FlashAttention,1792.7119999999998,848.7864,2.1120885066018964,1.3412660186516079,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,131072,customsa,FlashAttention-CustomSA,1792.7119999999998,632.8248,2.8328725422897456,1.3412660186516079,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,262144,flashattention,FlashAttention,7167.538666666667,3394.2456,2.1116735532239232,1.3413873984784692,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,262144,customsa,FlashAttention-CustomSA,7167.538666666667,2530.3992000000003,2.8325722939948235,1.3413873984784692,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,524288,flashattention,FlashAttention,28665.095999999998,13576.0824,2.111440926433976,1.3414177569275665,68.26666666666667,fixed_tile_model
awsv4_fp16,AWSv4 FP16,fp16,524288,customsa,FlashAttention-CustomSA,28665.095999999998,10120.6968,2.8323243514221272,1.3414177569275665,68.26666666666667,fixed_tile_model
